x_source_schema_name,source_table_name,variable_name,variable_value,x_statistic_name,statistic_value,variable_type,variable_description_level_1,variable_value_level_1,variable_description_level_2,variable_value_level_2,variable_description_level_3,variable_value_level_3,variable_description_level_4,variable_value_level_4,custom_query,x_dnp
omop,observation,value_as_string,value_as_string,,,2,,,,,,,,,,Y
omop,observation,value_as_concept_id,value_as_concept_id,,,2,,,,,,,,,,Y
omop,observation,unit_concept_id,unit_concept_id,,,2,,,,,,,,,,Y
omop,observation,unit_source_value,unit_source_value,,,2,,,,,,,,,,Y
omop,observation,range_high,range_high,,,2,,,,,,,,,,Y
omop,observation,range_low,range_low,,,2,,,,,,,,,,Y
omop,observation,observation_type_concept_id,observation_type_concept_id,,,2,,,,,,,,,,Y
omop,observation,associated_provider_id,associated_provider_id,,,2,,,,,,,,,,Y
omop,observation,visit_occurrence_id,visit_occurrence_id,,,2,,,,,,,,,,Y
omop,observation,relevant_condition_concept_id,relevant_condition_concept_id,,,2,,,,,,,,,,Y
omop,observation,x_obs_comment,x_obs_comment,,,2,,,,,,,,,,Y
omop,observation_period,observation_period_id,,,observation_period_id,4,,,,,,,,,,Y
omop,observation_period,person_id,person_id,,,2,,,,,,,,,,Y
omop,observation_period,observation_period_start_date,,,observation_period_start_date,3,,,,,,,,,,Y
omop,observation_period,observation_period_end_date,,,observation_period_end_date,3,,,,,,,,,,Y
omop,observation_period,observation_period_start_quarter,extract(year from observation_period_start_date) * 10 + extract(quarter from observation_period_start_date),,,2,,,,,,,,,,Y
omop,observation_period,observation_period_end_quarter,extract(year from observation_period_end_date) * 10 + extract(quarter from observation_period_end_date),,,2,,,,,,,,,,Y
omop,payer_plan_period,payer_plan_period_id,,,payer_plan_period_id,4,,,,,,,,,,Y
omop,payer_plan_period,person_id,person_id,,,2,,,,,,,,,,Y
omop,payer_plan_period,payer_plan_period_start_date,,,payer_plan_period_start_date,3,,,,,,,,,,Y
omop,payer_plan_period,payer_plan_period_end_date,,,payer_plan_period_end_date,3,,,,,,,,,,Y
omop,payer_plan_period,payer_plan_period_start_quarter,extract(year from payer_plan_period_start_date) * 10 + extract(quarter from payer_plan_period_start_date),,,2,,,,,,,,,,Y
omop,payer_plan_period,payer_plan_period_end_quarter,extract(year from payer_plan_period_end_date) * 10 + extract(quarter from payer_plan_period_end_date),,,2,,,,,,,,,,Y
omop,payer_plan_period,payer_source_value,payer_source_value,,,2,,,,,,,,,,Y
omop,payer_plan_period,plan_source_value,plan_source_value,,,2,,,,,,,,,,Y
omop,payer_plan_period,family_source_value,family_source_value,,,2,,,,,,,,,,Y
omop,death,person_id,,,person_id,4,,,,,,,,,,Y
omop,death,death_date,,,death_date,3,,,,,,,,,,Y
omop,death,death_quarter,extract(year from death_date) * 10 + extract(quarter from death_date),,,2,,,,,,,,,,Y
omop,death,death_type_concept_id,death_type_concept_id,,,2,,,,,,,,,,Y
omop,death,cause_of_death_concept_id,cause_of_death_concept_id,,,2,,,,,,,,,,Y
omop,death,cause_of_death_source_value,cause_of_death_source_value,,,2,,,,,,,,,,Y
std,visit_occurrence,x_provider_source_value,,,x_provider_source_value,4,care_site_source_value,care_site_source_value,,,,,,,,Y
std,visit_occurrence,x_visit_occurrence_source_identifier,,,x_visit_occurrence_source_identifier,4,care_site_source_value,care_site_source_value,,,,,,,,Y
std,visit_occurrence,person_source_value,,,person_source_value,4,care_site_source_value,care_site_source_value,,,,,,,,Y
std,visit_occurrence,visit_start_date,,,visit_start_date::date,3,care_site_source_value,care_site_source_value,,,,,,,,Y
std,visit_occurrence,visit_start_year,extract(year from visit_start_date),x_visit_occurrence_source_identifier,x_visit_occurrence_source_identifier,2,care_site_source_value,care_site_source_value,,,,,,,,Y
std,visit_occurrence,visit_start_year,extract(year from visit_start_date),person_source_value,person_source_value,4,care_site_source_value,care_site_source_value,,,,,,,,Y
omop,visit_occurrence,x_provider_id,,,x_provider_id,4,care_site_id,care_site_id,,,,,,,,Y
omop,visit_occurrence,visit_occurrence_id,,,visit_occurrence_id,4,care_site_id,care_site_id,,,,,,,,Y
omop,visit_occurrence,person_id,,,person_id,4,care_site_id,care_site_id,,,,,,,,Y
omop,visit_occurrence,visit_start_date,,,visit_start_date,3,care_site_id,care_site_id,,,,,,,,Y
omop,visit_occurrence,visit_start_year,extract(year from visit_start_date),visit_occurrence_id,visit_occurrence_id,2,care_site_id,care_site_id,,,,,,,,Y
omop,visit_occurrence,visit_start_year,extract(year from visit_start_date),person_id,person_id,2,care_site_id,care_site_id,,,,,,,,Y
std,drug_exposure,drug_type_source_value,,,drug_type_source_value,4,care_site_source_value,care_site_source_value,,,,,,,"select drug_type_source_value variable_value, drug_type_source_value statistic_value, care_site_source_value variable_value_level_1 from std.drug_exposure a left outer join std.visit_occurrence b on a.x_visit_occurrence_source_identifier = b.x_visit_occurrence_source_identifier",Y
std,drug_exposure,drug_exposure_source_identifier,,,drug_exposure_source_identifier,4,care_site_source_value,care_site_source_value,,,,,,,"select drug_exposure_source_identifier variable_value, drug_exposure_source_identifier statistic_value, care_site_source_value variable_value_level_1 from std.drug_exposure a left outer join std.visit_occurrence b on a.x_visit_occurrence_source_identifier = b.x_visit_occurrence_source_identifier",Y
std,drug_exposure,drug_exposure_start_date,,,drug_exposure_start_date,3,care_site_source_value,care_site_source_value,,,,,,,"select drug_exposure_start_date variable_value, drug_exposure_start_date statistic_value, care_site_source_value variable_value_level_1 from std.drug_exposure a left outer join std.visit_occurrence b on a.x_visit_occurrence_source_identifier = b.x_visit_occurrence_source_identifier",Y
std,drug_exposure,drug_exposure_start_year,extract(year from drug_exposure_start_date),,drug_exposure_source_identifier,2,care_site_source_value,care_site_source_value,,,,,,,"select extract(year from drug_exposure_start_date) variable_value, drug_exposure_source_identifier statistic_value, care_site_source_value variable_value_level_1 from std.drug_exposure a left outer join std.visit_occurrence b on a.x_visit_occurrence_source_identifier = b.x_visit_occurrence_source_identifier",Y
omop,drug_exposure,drug_type_concept_id,,,drug_type_concept_id,4,care_site_id,care_site_id,,,,,,,"select drug_type_concept_id variable_value, drug_type_concept_id statistic_value, care_site_id variable_value_level_1 from omop.drug_exposure a left outer join omop.visit_occurrence b on a.visit_occurrence_id = b.visit_occurrence_id",Y
omop,drug_exposure,drug_exposure_id,,,drug_exposure_id,4,care_site_id,care_site_id,,,,,,,"select drug_exposure_id variable_value, drug_exposure_id statistic_value, care_site_id variable_value_level_1 from omop.drug_exposure a left outer join omop.visit_occurrence b on a.visit_occurrence_id = b.visit_occurrence_id",Y
omop,drug_exposure,drug_exposure_start_date,,,drug_exposure_start_date,3,care_site_id,care_site_id,,,,,,,"select drug_exposure_start_date variable_value, drug_exposure_start_date statistic_value, care_site_id variable_value_level_1 from omop.drug_exposure a left outer join omop.visit_occurrence b on a.visit_occurrence_id = b.visit_occurrence_id",Y
omop,drug_exposure,drug_exposure_start_year,extract(year from drug_exposure_start_date),,drug_exposure_id,2,care_site_id,care_site_id,,,,,,,"select extract(year from drug_exposure_start_date) variable_value, drug_exposure_id statistic_value, care_site_id variable_value_level_1 from omop.drug_exposure a left outer join omop.visit_occurrence b on a.visit_occurrence_id = b.visit_occurrence_id",Y
omop,observation,value_as_number,,,value_as_number,1,observation_source_value,observation_source_value,care_site_id,care_site_id,,,,,"select value_as_number statistic_value, observation_source_value variable_value_level_1, care_site_id variable_value_level_2 from omop.observation a left outer join omop.visit_occurrence b on a.visit_occurrence_id = b.visit_occurrence_id",Y
omop,drug_exposure,refills,refills,,drug_exposure_id,2,care_site_id,care_site_id,,,,,,,"select refills variable_value, drug_exposure_id statistic_value, care_site_id variable_value_level_1 from omop.drug_exposure a left outer join omop.visit_occurrence b on a.visit_occurrence_id = b.visit_occurrence_id",Y
omop,drug_exposure,quantity,quantity,,drug_exposure_id,2,care_site_id,care_site_id,,,,,,,"select quantity variable_value, drug_exposure_id statistic_value, care_site_id variable_value_level_1 from omop.drug_exposure a left outer join omop.visit_occurrence b on a.visit_occurrence_id = b.visit_occurrence_id",Y
omop,drug_exposure,days_supply,days_supply,,drug_exposure_id,2,care_site_id,care_site_id,,,,,,,"select days_supply variable_value, drug_exposure_id statistic_value, care_site_id variable_value_level_1 from omop.drug_exposure a left outer join omop.visit_occurrence b on a.visit_occurrence_id = b.visit_occurrence_id",Y
