rule_order,rule_description,target_schema,target_table,target_column,map_type,map_order,source_schema,source_table,source_value
16,raw.vt_medical_claims to std.provider4,std,provider,provider_source_value,VALUE,4,,,vt_medical_claims.attending_provider_id||'-'||vt_medical_claims.place_of_service_code||'-'||vt_provider.provider_specialty_code
16,raw.vt_medical_claims to std.provider4,std,provider,x_data_source_type,VALUE,5,,,'MEDICAID'
16,raw.vt_medical_claims to std.provider4,std,provider,npi,VALUE,6,,,vt_provider.provider_npi
16,raw.vt_medical_claims to std.provider4,std,provider,dea,VALUE,7,,,NULL
16,raw.vt_medical_claims to std.provider4,std,provider,specialty_source_value,VALUE,8,,,vt_provider.provider_specialty_code
16,raw.vt_medical_claims to std.provider4,std,provider,x_provider_first,VALUE,9,,,"case when vt_provider.provider_full_name~'^\w*(,)\w.*$' then split_part(split_part(vt_provider.provider_full_name,',',2),' ',1) else '' end"
16,raw.vt_medical_claims to std.provider4,std,provider,x_provider_middle,VALUE,10,,,"case when vt_provider.provider_full_name~'^\w*,\w* \w{1} .*$' then split_part(vt_provider.provider_full_name,' ',2) when vt_provider.provider_full_name~'^\w*,\w* \w{1}$' then split_part(vt_provider.provider_full_name,' ',2) else '' end "
16,raw.vt_medical_claims to std.provider4,std,provider,x_provider_last,VALUE,11,,,"case when vt_provider.provider_full_name~'^\w*(,).*$' then split_part(vt_provider.provider_full_name,',',1) else '' end"
16,raw.vt_medical_claims to std.provider4,std,provider,care_site_source_value,VALUE,12,,,vt_medical_claims.attending_provider_id||'-'||vt_provider.provider_type_code||'-'||vt_provider.provider_organization_type
16,raw.vt_medical_claims to std.provider4,std,provider,x_organization_source_value,VALUE,13,,,vt_medical_claims.attending_provider_id||'-'||vt_provider.provider_type_code||'-'||vt_provider.provider_organization_type
17,raw.vt_pharmacy_claims to std.provider1,std,provider,provider_source_value,PRIMARY,1,raw,vt_pharmacy_claims,"vt_pharmacy_claims.billing_provider_id,vt_pharmacy_claims.place_of_service_code,vt_provider.provider_organization_type"
17,raw.vt_pharmacy_claims to std.provider1,std,provider,,JOIN,2,raw,vt_provider,vt_pharmacy_claims.billing_provider_id = vt_provider.provider_id
17,raw.vt_pharmacy_claims to std.provider1,std,provider,,WHERE,3,,,vt_pharmacy_claims.billing_provider_id IS NOT NULL AND vt_provider.provider_organization_type in('0')
17,raw.vt_pharmacy_claims to std.provider1,std,provider,provider_source_value,VALUE,4,,,vt_pharmacy_claims.billing_provider_id||'-'||vt_pharmacy_claims.place_of_service_code||'-'||vt_provider.provider_specialty_code
17,raw.vt_pharmacy_claims to std.provider1,std,provider,x_data_source_type,VALUE,5,,,'MEDICAID'
17,raw.vt_pharmacy_claims to std.provider1,std,provider,npi,VALUE,6,,,vt_provider.provider_npi
17,raw.vt_pharmacy_claims to std.provider1,std,provider,dea,VALUE,7,,,NULL
17,raw.vt_pharmacy_claims to std.provider1,std,provider,specialty_source_value,VALUE,8,,,vt_provider.provider_specialty_code
17,raw.vt_pharmacy_claims to std.provider1,std,provider,x_provider_first,VALUE,9,,,"case when vt_provider.provider_full_name~'^\w*(,)\w.*$' then split_part(split_part(vt_provider.provider_full_name,',',2),' ',1) else '' end"
17,raw.vt_pharmacy_claims to std.provider1,std,provider,x_provider_middle,VALUE,10,,,"case when vt_provider.provider_full_name~'^\w*,\w* \w{1} .*$' then split_part(vt_provider.provider_full_name,' ',2) when vt_provider.provider_full_name~'^\w*,\w* \w{1}$' then split_part(vt_provider.provider_full_name,' ',2) else '' end "
17,raw.vt_pharmacy_claims to std.provider1,std,provider,x_provider_last,VALUE,11,,,"case when vt_provider.provider_full_name~'^\w*(,).*$' then split_part(vt_provider.provider_full_name,',',1) else '' end"
17,raw.vt_pharmacy_claims to std.provider1,std,provider,care_site_source_value,VALUE,12,,,vt_pharmacy_claims.billing_provider_id||'-'||vt_pharmacy_claims.place_of_service_code||'-'||vt_provider.provider_organization_type
17,raw.vt_pharmacy_claims to std.provider1,std,provider,x_organization_source_value,VALUE,13,,,'0'
18,raw.vt_pharmacy_claims to std.provider2,std,provider,provider_source_value,PRIMARY,1,raw,vt_pharmacy_claims,"vt_pharmacy_claims.billing_provider_id,vt_pharmacy_claims.place_of_service_code,vt_provider.provider_organization_type"
18,raw.vt_pharmacy_claims to std.provider2,std,provider,,JOIN,2,raw,vt_provider,vt_pharmacy_claims.billing_provider_id = vt_provider.provider_id
18,raw.vt_pharmacy_claims to std.provider2,std,provider,,WHERE,3,,,vt_pharmacy_claims.billing_provider_id IS NOT NULL AND vt_provider.provider_organization_type in('0')
18,raw.vt_pharmacy_claims to std.provider2,std,provider,provider_source_value,VALUE,4,,,vt_pharmacy_claims.billing_provider_id||'-'||vt_pharmacy_claims.place_of_service_code||'-'||vt_provider.provider_specialty_code
18,raw.vt_pharmacy_claims to std.provider2,std,provider,x_data_source_type,VALUE,5,,,'MEDICAID'
18,raw.vt_pharmacy_claims to std.provider2,std,provider,npi,VALUE,6,,,vt_provider.provider_npi
18,raw.vt_pharmacy_claims to std.provider2,std,provider,dea,VALUE,7,,,NULL
18,raw.vt_pharmacy_claims to std.provider2,std,provider,specialty_source_value,VALUE,8,,,vt_provider.provider_specialty_code
18,raw.vt_pharmacy_claims to std.provider2,std,provider,x_provider_first,VALUE,9,,,"case when vt_provider.provider_full_name~'^\w*(,)\w.*$' then split_part(split_part(vt_provider.provider_full_name,',',2),' ',1) else '' end"
18,raw.vt_pharmacy_claims to std.provider2,std,provider,x_provider_middle,VALUE,10,,,"case when vt_provider.provider_full_name~'^\w*,\w* \w{1} .*$' then split_part(vt_provider.provider_full_name,' ',2) when vt_provider.provider_full_name~'^\w*,\w* \w{1}$' then split_part(vt_provider.provider_full_name,' ',2) else '' end "
18,raw.vt_pharmacy_claims to std.provider2,std,provider,x_provider_last,VALUE,11,,,"case when vt_provider.provider_full_name~'^\w*(,).*$' then split_part(vt_provider.provider_full_name,',',1) else '' end"
18,raw.vt_pharmacy_claims to std.provider2,std,provider,care_site_source_value,VALUE,12,,,vt_pharmacy_claims.billing_provider_id||'-'||vt_provider.provider_type_code||'-'||vt_provider.provider_organization_type
18,raw.vt_pharmacy_claims to std.provider2,std,provider,x_organization_source_value,VALUE,13,,,vt_pharmacy_claims.billing_provider_id||'-'||vt_provider.provider_type_code||'-'||vt_provider.provider_organization_type
19,raw.vt_pharmacy_claims to std.provider3,std,provider,provider_source_value,PRIMARY,1,raw,vt_pharmacy_claims,"vt_pharmacy_claims.prescribing_provider_id,vt_pharmacy_claims.place_of_service_code,vt_provider.provider_organization_type"
19,raw.vt_pharmacy_claims to std.provider3,std,provider,,JOIN,2,raw,vt_provider,vt_pharmacy_claims.prescribing_provider_id = vt_provider.provider_id
19,raw.vt_pharmacy_claims to std.provider3,std,provider,,WHERE,3,,,vt_pharmacy_claims.prescribing_provider_id IS NOT NULL AND vt_provider.provider_organization_type in('0')
19,raw.vt_pharmacy_claims to std.provider3,std,provider,provider_source_value,VALUE,4,,,vt_pharmacy_claims.prescribing_provider_id||'-'||vt_pharmacy_claims.place_of_service_code||'-'||vt_provider.provider_specialty_code
19,raw.vt_pharmacy_claims to std.provider3,std,provider,x_data_source_type,VALUE,5,,,'MEDICAID'
19,raw.vt_pharmacy_claims to std.provider3,std,provider,npi,VALUE,6,,,vt_provider.provider_npi
19,raw.vt_pharmacy_claims to std.provider3,std,provider,dea,VALUE,7,,,NULL
19,raw.vt_pharmacy_claims to std.provider3,std,provider,specialty_source_value,VALUE,8,,,vt_provider.provider_specialty_code
19,raw.vt_pharmacy_claims to std.provider3,std,provider,x_provider_first,VALUE,9,,,"case when vt_provider.provider_full_name~'^\w*(,)\w.*$' then split_part(split_part(vt_provider.provider_full_name,',',2),' ',1) else '' end"
19,raw.vt_pharmacy_claims to std.provider3,std,provider,x_provider_middle,VALUE,10,,,"case when vt_provider.provider_full_name~'^\w*,\w* \w{1} .*$' then split_part(vt_provider.provider_full_name,' ',2) when vt_provider.provider_full_name~'^\w*,\w* \w{1}$' then split_part(vt_provider.provider_full_name,' ',2) else '' end "
19,raw.vt_pharmacy_claims to std.provider3,std,provider,x_provider_last,VALUE,11,,,"case when vt_provider.provider_full_name~'^\w*(,).*$' then split_part(vt_provider.provider_full_name,',',1) else '' end"
19,raw.vt_pharmacy_claims to std.provider3,std,provider,care_site_source_value,VALUE,12,,,vt_pharmacy_claims.prescribing_provider_id||'-'||vt_pharmacy_claims.place_of_service_code||'-'||vt_provider.provider_organization_type
19,raw.vt_pharmacy_claims to std.provider3,std,provider,x_organization_source_value,VALUE,13,,,'0'
20,raw.vt_pharmacy_claims to std.provider4,std,provider,provider_source_value,PRIMARY,1,raw,vt_pharmacy_claims,"vt_pharmacy_claims.prescribing_provider_id,vt_pharmacy_claims.place_of_service_code,vt_provider.provider_organization_type"
20,raw.vt_pharmacy_claims to std.provider4,std,provider,,JOIN,2,raw,vt_provider,vt_pharmacy_claims.prescribing_provider_id = vt_provider.provider_id
20,raw.vt_pharmacy_claims to std.provider4,std,provider,,WHERE,3,,,vt_pharmacy_claims.prescribing_provider_id IS NOT NULL AND vt_provider.provider_organization_type in('0')
20,raw.vt_pharmacy_claims to std.provider4,std,provider,provider_source_value,VALUE,4,,,vt_pharmacy_claims.prescribing_provider_id||'-'||vt_pharmacy_claims.place_of_service_code||'-'||vt_provider.provider_specialty_code
20,raw.vt_pharmacy_claims to std.provider4,std,provider,x_data_source_type,VALUE,5,,,'MEDICAID'
20,raw.vt_pharmacy_claims to std.provider4,std,provider,npi,VALUE,6,,,vt_provider.provider_npi
20,raw.vt_pharmacy_claims to std.provider4,std,provider,dea,VALUE,7,,,NULL
20,raw.vt_pharmacy_claims to std.provider4,std,provider,specialty_source_value,VALUE,8,,,vt_provider.provider_specialty_code
20,raw.vt_pharmacy_claims to std.provider4,std,provider,x_provider_first,VALUE,9,,,"case when vt_provider.provider_full_name~'^\w*(,)\w.*$' then split_part(split_part(vt_provider.provider_full_name,',',2),' ',1) else '' end"
20,raw.vt_pharmacy_claims to std.provider4,std,provider,x_provider_middle,VALUE,10,,,"case when vt_provider.provider_full_name~'^\w*,\w* \w{1} .*$' then split_part(vt_provider.provider_full_name,' ',2) when vt_provider.provider_full_name~'^\w*,\w* \w{1}$' then split_part(vt_provider.provider_full_name,' ',2) else '' end "
20,raw.vt_pharmacy_claims to std.provider4,std,provider,x_provider_last,VALUE,11,,,"case when vt_provider.provider_full_name~'^\w*(,).*$' then split_part(vt_provider.provider_full_name,',',1) else '' end"
20,raw.vt_pharmacy_claims to std.provider4,std,provider,care_site_source_value,VALUE,12,,,vt_pharmacy_claims.prescribing_provider_id||'-'||vt_provider.provider_type_code||'-'||vt_provider.provider_organization_type
20,raw.vt_pharmacy_claims to std.provider4,std,provider,x_organization_source_value,VALUE,13,,,vt_pharmacy_claims.prescribing_provider_id||'-'||vt_provider.provider_type_code||'-'||vt_provider.provider_organization_type
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,person_source_value,PRIMARY,1,raw,vt_medical_claims,vt_medical_claims.recipient_unique_id
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,person_source_value,VALUE,2,,,vt_medical_claims.recipient_unique_id
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,x_data_source_type,VALUE,3,,,'MEDICAID'
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,medicaid_id_number,VALUE,4,,,vt_medical_claims.recipient_medicaid_id
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,ssn,VALUE,5,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,last,VALUE,6,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,middle,VALUE,7,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,first,VALUE,8,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,address_1,VALUE,9,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,address_2,VALUE,10,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,city,VALUE,11,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,state,VALUE,12,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,zip,VALUE,13,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,county,VALUE,14,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,year_of_birth,VALUE,15,,,'1880'
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,month_of_birth,VALUE,16,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,day_of_birth,VALUE,17,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,gender_source_value,VALUE,18,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,race_source_value,VALUE,19,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,ethnicity_source_value,VALUE,20,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,provider_source_value,VALUE,21,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,care_site_source_value,VALUE,22,,,NULL
21,raw.vt_medical_claims to std.x_demographic,std,x_demographic,x_organization_source_value,VALUE,23,,,NULL
23,raw.vt_tpl to std.payer_plan_period,std,payer_plan_period,payer_plan_period_source_identifier,PRIMARY,1,raw,vt_tpl,"vt_tpl.re_unique_id,vt_tpl.carrier_code,vt_tpl.coverage_type,vt_tpl.recipient_tpl_start_date,vt_tpl.recipient_tpl_stop_date"
23,raw.vt_tpl to std.payer_plan_period,std,payer_plan_period,payer_plan_period_source_identifier,VALUE,2,,,vt_tpl.re_unique_id||'-'||vt_tpl.carrier_code||'-'||vt_tpl.coverage_type||'-'||vt_tpl.recipient_tpl_start_date||'-'||vt_tpl.recipient_tpl_stop_date
23,raw.vt_tpl to std.payer_plan_period,std,payer_plan_period,person_source_value,VALUE,3,,,vt_tpl.re_unique_id
23,raw.vt_tpl to std.payer_plan_period,std,payer_plan_period,payer_plan_period_start_date,VALUE,4,,,vt_tpl.recipient_tpl_start_date::date
23,raw.vt_tpl to std.payer_plan_period,std,payer_plan_period,payer_plan_period_end_date,VALUE,5,,,vt_tpl.recipient_tpl_stop_date::date
23,raw.vt_tpl to std.payer_plan_period,std,payer_plan_period,payer_source_value,VALUE,6,,,vt_tpl.carrier_code
23,raw.vt_tpl to std.payer_plan_period,std,payer_plan_period,plan_source_value,VALUE,7,,,vt_tpl.coverage_type
23,raw.vt_tpl to std.payer_plan_period,std,payer_plan_period,family_source_value,VALUE,8,,,NULL
23,raw.vt_tpl to std.payer_plan_period,std,payer_plan_period,x_data_source_type,VALUE,9,,,'MEDICAID'
24,raw.vt_tpl_data_carrier_codes to std.payer_plan_period,std,payer_plan_period,payer_plan_period_source_identifier,PRIMARY,1,raw,vt_tpl_data_carrier_codes,"vt_tpl_data_carrier_codes.re_unique_id,vt_tpl_data_carrier_codes.carrier_code,vt_tpl_data_carrier_codes.eligibility_start_date,vt_tpl_data_carrier_codes.eligibility_stop_date"
24,raw.vt_tpl_data_carrier_codes to std.payer_plan_period,std,payer_plan_period,payer_plan_period_source_identifier,VALUE,2,,,vt_tpl_data_carrier_codes.re_unique_id||'-'||vt_tpl_data_carrier_codes.carrier_code||'-'||vt_tpl_data_carrier_codes.eligibility_start_date||'-'||vt_tpl_data_carrier_codes.eligibility_stop_date
24,raw.vt_tpl_data_carrier_codes to std.payer_plan_period,std,payer_plan_period,person_source_value,VALUE,3,,,vt_tpl_data_carrier_codes.re_unique_id
24,raw.vt_tpl_data_carrier_codes to std.payer_plan_period,std,payer_plan_period,payer_plan_period_start_date,VALUE,4,,,vt_tpl_data_carrier_codes.eligibility_start_date::date
24,raw.vt_tpl_data_carrier_codes to std.payer_plan_period,std,payer_plan_period,payer_plan_period_end_date,VALUE,5,,,vt_tpl_data_carrier_codes.eligibility_stop_date::date
24,raw.vt_tpl_data_carrier_codes to std.payer_plan_period,std,payer_plan_period,payer_source_value,VALUE,6,,,'MEDICARE'
24,raw.vt_tpl_data_carrier_codes to std.payer_plan_period,std,payer_plan_period,plan_source_value,VALUE,7,,,vt_tpl_data_carrier_codes.carrier_code
24,raw.vt_tpl_data_carrier_codes to std.payer_plan_period,std,payer_plan_period,family_source_value,VALUE,8,,,NULL
24,raw.vt_tpl_data_carrier_codes to std.payer_plan_period,std,payer_plan_period,x_data_source_type,VALUE,9,,,'MEDICAID'
25,raw.vt_medical_claims to std.visit_occurrence1,std,visit_occurrence,x_visit_occurrence_source_identifier,PRIMARY,1,raw,vt_medical_claims,"vt_medical_claims.recipient_unique_id,vt_medical_claims.claim_begin_date_of_service"
25,raw.vt_medical_claims to std.visit_occurrence1,std,visit_occurrence,,JOIN,2,raw,vt_provider,vt_medical_claims.attending_provider_id = vt_provider.provider_id
25,raw.vt_medical_claims to std.visit_occurrence1,std,visit_occurrence,,WHERE,3,,,vt_provider.provider_organization_type in('0') AND vt_medical_claims.place_of_service_code in('23')
25,raw.vt_medical_claims to std.visit_occurrence1,std,visit_occurrence,x_visit_occurrence_source_identifier,VALUE,4,,,vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service||'-'||'9203'
25,raw.vt_medical_claims to std.visit_occurrence1,std,visit_occurrence,x_data_source_type,VALUE,5,,,'MEDICAID'
25,raw.vt_medical_claims to std.visit_occurrence1,std,visit_occurrence,person_source_value,VALUE,6,,,vt_medical_claims.recipient_unique_id
25,raw.vt_medical_claims to std.visit_occurrence1,std,visit_occurrence,visit_start_date,VALUE,7,,,vt_medical_claims.claim_begin_date_of_service::date
25,raw.vt_medical_claims to std.visit_occurrence1,std,visit_occurrence,visit_end_date,VALUE,8,,,case when vt_medical_claims.claim_begin_date_of_service ~'^[0-9]{4}(-)[0-9]{2}(-)[0-9]{2}.*$' then vt_medical_claims.claim_begin_date_of_service::date else null end
25,raw.vt_medical_claims to std.visit_occurrence1,std,visit_occurrence,place_of_service_source_value,VALUE,9,,,'9203'
25,raw.vt_medical_claims to std.visit_occurrence1,std,visit_occurrence,x_provider_source_value,VALUE,10,,,vt_medical_claims.attending_provider_id
25,raw.vt_medical_claims to std.visit_occurrence1,std,visit_occurrence,care_site_source_value,VALUE,11,,,vt_medical_claims.attending_provider_id||'-'||vt_medical_claims.place_of_service_code||'-'||vt_provider.provider_organization_type
26,raw.vt_medical_claims to std.visit_occurrence2,std,visit_occurrence,x_visit_occurrence_source_identifier,PRIMARY,1,raw,vt_medical_claims,"vt_medical_claims.recipient_unique_id,vt_medical_claims.claim_begin_date_of_service"
26,raw.vt_medical_claims to std.visit_occurrence2,std,visit_occurrence,,JOIN,2,raw,vt_provider,vt_medical_claims.attending_provider_id = vt_provider.provider_id
26,raw.vt_medical_claims to std.visit_occurrence2,std,visit_occurrence,,WHERE,3,,,"vt_provider.provider_organization_type in('1','2') AND vt_medical_claims.place_of_service_code in('23')"
26,raw.vt_medical_claims to std.visit_occurrence2,std,visit_occurrence,x_visit_occurrence_source_identifier,VALUE,4,,,vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service||'-'||'9203'
26,raw.vt_medical_claims to std.visit_occurrence2,std,visit_occurrence,x_data_source_type,VALUE,5,,,'MEDICAID'
26,raw.vt_medical_claims to std.visit_occurrence2,std,visit_occurrence,person_source_value,VALUE,6,,,vt_medical_claims.recipient_unique_id
26,raw.vt_medical_claims to std.visit_occurrence2,std,visit_occurrence,visit_start_date,VALUE,7,,,vt_medical_claims.claim_begin_date_of_service::date
26,raw.vt_medical_claims to std.visit_occurrence2,std,visit_occurrence,visit_end_date,VALUE,8,,,case when vt_medical_claims.claim_begin_date_of_service ~'^[0-9]{4}(-)[0-9]{2}(-)[0-9]{2}.*$' then vt_medical_claims.claim_begin_date_of_service::date else null end
26,raw.vt_medical_claims to std.visit_occurrence2,std,visit_occurrence,place_of_service_source_value,VALUE,9,,,'9203'
26,raw.vt_medical_claims to std.visit_occurrence2,std,visit_occurrence,x_provider_source_value,VALUE,10,,,vt_medical_claims.attending_provider_id
26,raw.vt_medical_claims to std.visit_occurrence2,std,visit_occurrence,care_site_source_value,VALUE,11,,,vt_medical_claims.attending_provider_id||'-'||vt_provider.provider_type_code||'-'||vt_provider.provider_organization_type
27,raw.vt_medical_claims to std.visit_occurrence3,std,visit_occurrence,x_visit_occurrence_source_identifier,PRIMARY,1,raw,vt_medical_claims,"vt_medical_claims.recipient_unique_id,vt_medical_claims.claim_begin_date_of_service"
27,raw.vt_medical_claims to std.visit_occurrence3,std,visit_occurrence,,JOIN,2,raw,vt_provider,vt_medical_claims.attending_provider_id = vt_provider.provider_id
27,raw.vt_medical_claims to std.visit_occurrence3,std,visit_occurrence,,WHERE,3,,,"vt_provider.provider_organization_type in('0') AND vt_medical_claims.claim_type_code in('L','O','P','Q','X')"
27,raw.vt_medical_claims to std.visit_occurrence3,std,visit_occurrence,x_visit_occurrence_source_identifier,VALUE,4,,,vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service||'-'||'9202'
27,raw.vt_medical_claims to std.visit_occurrence3,std,visit_occurrence,x_data_source_type,VALUE,5,,,'MEDICAID'
27,raw.vt_medical_claims to std.visit_occurrence3,std,visit_occurrence,person_source_value,VALUE,6,,,vt_medical_claims.recipient_unique_id
27,raw.vt_medical_claims to std.visit_occurrence3,std,visit_occurrence,visit_start_date,VALUE,7,,,vt_medical_claims.claim_begin_date_of_service::date
27,raw.vt_medical_claims to std.visit_occurrence3,std,visit_occurrence,visit_end_date,VALUE,8,,,case when vt_medical_claims.claim_begin_date_of_service ~'^[0-9]{4}(-)[0-9]{2}(-)[0-9]{2}.*$' then vt_medical_claims.claim_begin_date_of_service::date else null end
27,raw.vt_medical_claims to std.visit_occurrence3,std,visit_occurrence,place_of_service_source_value,VALUE,9,,,'9202'
27,raw.vt_medical_claims to std.visit_occurrence3,std,visit_occurrence,x_provider_source_value,VALUE,10,,,vt_medical_claims.attending_provider_id
27,raw.vt_medical_claims to std.visit_occurrence3,std,visit_occurrence,care_site_source_value,VALUE,11,,,vt_medical_claims.attending_provider_id||'-'||vt_medical_claims.place_of_service_code||'-'||vt_provider.provider_organization_type
28,raw.vt_medical_claims to std.visit_occurrence4,std,visit_occurrence,x_visit_occurrence_source_identifier,PRIMARY,1,raw,vt_medical_claims,"vt_medical_claims.recipient_unique_id,vt_medical_claims.claim_begin_date_of_service"
28,raw.vt_medical_claims to std.visit_occurrence4,std,visit_occurrence,,JOIN,2,raw,vt_provider,vt_medical_claims.attending_provider_id = vt_provider.provider_id
28,raw.vt_medical_claims to std.visit_occurrence4,std,visit_occurrence,,WHERE,3,,,"vt_provider.provider_organization_type in('1','2') AND vt_medical_claims.claim_type_code in('L','O','P','Q','X')"
28,raw.vt_medical_claims to std.visit_occurrence4,std,visit_occurrence,x_visit_occurrence_source_identifier,VALUE,4,,,vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service||'-'||'9202'
28,raw.vt_medical_claims to std.visit_occurrence4,std,visit_occurrence,x_data_source_type,VALUE,5,,,'MEDICAID'
28,raw.vt_medical_claims to std.visit_occurrence4,std,visit_occurrence,person_source_value,VALUE,6,,,vt_medical_claims.recipient_unique_id
28,raw.vt_medical_claims to std.visit_occurrence4,std,visit_occurrence,visit_start_date,VALUE,7,,,vt_medical_claims.claim_begin_date_of_service::date
28,raw.vt_medical_claims to std.visit_occurrence4,std,visit_occurrence,visit_end_date,VALUE,8,,,case when vt_medical_claims.claim_begin_date_of_service ~'^[0-9]{4}(-)[0-9]{2}(-)[0-9]{2}.*$' then vt_medical_claims.claim_begin_date_of_service::date else null end
28,raw.vt_medical_claims to std.visit_occurrence4,std,visit_occurrence,place_of_service_source_value,VALUE,9,,,'9202'
28,raw.vt_medical_claims to std.visit_occurrence4,std,visit_occurrence,x_provider_source_value,VALUE,10,,,vt_medical_claims.attending_provider_id
28,raw.vt_medical_claims to std.visit_occurrence4,std,visit_occurrence,care_site_source_value,VALUE,11,,,vt_medical_claims.attending_provider_id||'-'||vt_provider.provider_type_code||'-'||vt_provider.provider_organization_type
29,raw.vt_medical_claims to std.visit_occurrence5,std,visit_occurrence,x_visit_occurrence_source_identifier,PRIMARY,1,raw,vt_medical_claims,"vt_medical_claims.recipient_unique_id,vt_medical_claims.claim_begin_date_of_service"
29,raw.vt_medical_claims to std.visit_occurrence5,std,visit_occurrence,,JOIN,2,raw,vt_provider,vt_medical_claims.attending_provider_id = vt_provider.provider_id
29,raw.vt_medical_claims to std.visit_occurrence5,std,visit_occurrence,,WHERE,3,,,vt_provider.provider_organization_type in('0') AND vt_medical_claims.claim_type_code in('N')
29,raw.vt_medical_claims to std.visit_occurrence5,std,visit_occurrence,x_visit_occurrence_source_identifier,VALUE,4,,,vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service||'-'||'42898160'
29,raw.vt_medical_claims to std.visit_occurrence5,std,visit_occurrence,x_data_source_type,VALUE,5,,,'MEDICAID'
29,raw.vt_medical_claims to std.visit_occurrence5,std,visit_occurrence,person_source_value,VALUE,6,,,vt_medical_claims.recipient_unique_id
29,raw.vt_medical_claims to std.visit_occurrence5,std,visit_occurrence,visit_start_date,VALUE,7,,,vt_medical_claims.claim_begin_date_of_service::date
29,raw.vt_medical_claims to std.visit_occurrence5,std,visit_occurrence,visit_end_date,VALUE,8,,,case when vt_medical_claims.claim_begin_date_of_service ~'^[0-9]{4}(-)[0-9]{2}(-)[0-9]{2}.*$' then vt_medical_claims.claim_begin_date_of_service::date else null end
29,raw.vt_medical_claims to std.visit_occurrence5,std,visit_occurrence,place_of_service_source_value,VALUE,9,,,'42898160'
29,raw.vt_medical_claims to std.visit_occurrence5,std,visit_occurrence,x_provider_source_value,VALUE,10,,,vt_medical_claims.attending_provider_id
29,raw.vt_medical_claims to std.visit_occurrence5,std,visit_occurrence,care_site_source_value,VALUE,11,,,vt_medical_claims.attending_provider_id||'-'||vt_medical_claims.place_of_service_code||'-'||vt_provider.provider_organization_type
30,raw.vt_medical_claims to std.visit_occurrence6,std,visit_occurrence,x_visit_occurrence_source_identifier,PRIMARY,1,raw,vt_medical_claims,"vt_medical_claims.recipient_unique_id,vt_medical_claims.claim_begin_date_of_service"
30,raw.vt_medical_claims to std.visit_occurrence6,std,visit_occurrence,,JOIN,2,raw,vt_provider,vt_medical_claims.attending_provider_id = vt_provider.provider_id
30,raw.vt_medical_claims to std.visit_occurrence6,std,visit_occurrence,,WHERE,3,,,"vt_provider.provider_organization_type in('1','2') AND  vt_medical_claims.claim_type_code in('N')"
30,raw.vt_medical_claims to std.visit_occurrence6,std,visit_occurrence,x_visit_occurrence_source_identifier,VALUE,4,,,vt_medical_claims.recipient_unique_id||'-'||vt_medical_claims.claim_begin_date_of_service||'-'||'42898160'
30,raw.vt_medical_claims to std.visit_occurrence6,std,visit_occurrence,x_data_source_type,VALUE,5,,,'MEDICAID'
30,raw.vt_medical_claims to std.visit_occurrence6,std,visit_occurrence,person_source_value,VALUE,6,,,vt_medical_claims.recipient_unique_id
30,raw.vt_medical_claims to std.visit_occurrence6,std,visit_occurrence,visit_start_date,VALUE,7,,,vt_medical_claims.claim_begin_date_of_service::date
30,raw.vt_medical_claims to std.visit_occurrence6,std,visit_occurrence,visit_end_date,VALUE,8,,,case when vt_medical_claims.claim_begin_date_of_service ~'^[0-9]{2}(/)[0-9]{2}(/)[0-9]{4}.*$' then vt_medical_claims.claim_begin_date_of_service::date else null end
30,raw.vt_medical_claims to std.visit_occurrence6,std,visit_occurrence,place_of_service_source_value,VALUE,9,,,'42898160'
