rule_order,rule_description,target_schema,target_table,target_column,map_type,map_order,source_schema,source_table,source_value
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,variable_description_level_1,VALUE,13,,,oscar_result.variable_description_level_1
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,variable_value_level_1,VALUE,14,,,oscar_result.variable_value_level_1
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,variable_description_level_2,VALUE,15,,,oscar_result.variable_description_level_2
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,variable_value_level_2,VALUE,16,,,oscar_result.variable_value_level_2
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,variable_description_level_3,VALUE,17,,,oscar_result.variable_description_level_3
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,variable_value_level_3,VALUE,18,,,oscar_result.variable_value_level_3
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,variable_description_level_4,VALUE,19,,,oscar_result.variable_description_level_4
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,variable_value_level_4,VALUE,20,,,oscar_result.variable_value_level_4
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,x_create_date,VALUE,21,,,oscar_result.x_create_date
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,x_grid_node_id,VALUE,22,,,?
23,omop.x_measure_code to saftinet.x_measure_code,saftinet,x_measure_code,measure_code_id,PRIMARY,1,omop,x_measure_code,x_measure_code.measure_code_id
23,omop.x_measure_code to saftinet.x_measure_code,saftinet,x_measure_code,measure_code_id,VALUE,2,,,x_measure_code.measure_code_id
23,omop.x_measure_code to saftinet.x_measure_code,saftinet,x_measure_code,measure_code_desc,VALUE,3,,,x_measure_code.measure_code_desc
23,omop.x_measure_code to saftinet.x_measure_code,saftinet,x_measure_code,measure_code_start_date,VALUE,4,,,x_measure_code.measure_code_start_date
23,omop.x_measure_code to saftinet.x_measure_code,saftinet,x_measure_code,measure_code_end_date,VALUE,5,,,x_measure_code.measure_code_end_date
23,omop.x_measure_code to saftinet.x_measure_code,saftinet,x_measure_code,gird_node_id,VALUE,6,,,?
24,omop.x_measure to saftinet.x_measure,saftinet,x_measure,measure_id,PRIMARY,1,omop,x_measure,x_measure.measure_id
24,omop.x_measure to saftinet.x_measure,saftinet,x_measure,measure_id,VALUE,1,,,x_measure.measure_id
24,omop.x_measure to saftinet.x_measure,saftinet,x_measure,measure_start_date,VALUE,2,,,x_measure.measure_start_date
24,omop.x_measure to saftinet.x_measure,saftinet,x_measure,provider_id,VALUE,3,,,x_measure.provider_id
24,omop.x_measure to saftinet.x_measure,saftinet,x_measure,eligible_pt_ids,VALUE,4,,,x_measure.eligible_pt_ids
24,omop.x_measure to saftinet.x_measure,saftinet,x_measure,included_pt_ids,VALUE,5,,,x_measure.included_pt_ids
24,omop.x_measure to saftinet.x_measure,saftinet,x_measure,excluded_pt_ids,VALUE,6,,,x_measure.excluded_pt_ids
24,omop.x_measure to saftinet.x_measure,saftinet,x_measure,measure_code_id,VALUE,7,,,x_measure.measure_code_id
24,omop.x_measure to saftinet.x_measure,saftinet,x_measure,grid_node_id,VALUE,8,,,?
